QKEY,INTERVIEW_START_W69,INTERVIEW_END_W69,DEVICE_TYPE_W69,LANG_W69,FORM_W69,SATIS_W69,POL1DT_W69,POL1DTSTR_W69,FUTGEN_W69,FEEL_COUNTRY_ANGRY_W69,FEEL_COUNTRY_FEAR_W69,FEEL_COUNTRY_HOPEFUL_W69,FEEL_COUNTRY_PROUD_W69,PRZCMPGN_W69,VOTEGEN_W69,VOTEGEN3_W69,DTFORAGNST_W69,JBFORAGNST_W69,SATISPRESCAND_W69,ECON1_W69,ECON1B_W69,NATPROBS_a_W69,NATPROBS_b_W69,NATPROBS_c_W69,NATPROBS_d_W69,NATPROBS_e_W69,NATPROBS_f_W69,NATPROBS_g_W69,NATPROBS_h_W69,NATPROBS_i_W69,NATPROBS_j_W69,CENDONE_W69,CENPARTICMOD_W69,CENCOUNT_W69,CENKNOCK_W69,VTEARLYDOC_W69,COVID_DOC_W69,PRESGOODTRUMP_W69,PRESGOODBIDEN_W69,DTCONF_a_W69,DTCONF_b_W69,DTCONF_c_W69,DTCONF_d_W69,DTCONF_e_W69,DTCONF_f_W69,JBCONF_a_W69,JBCONF_b_W69,JBCONF_c_W69,JBCONF_d_W69,JBCONF_e_W69,JBCONF_f_W69,COVID_FUT_W69,C_SHOULDMASK_W69,C_MASKREACT_W69,COVID_COMFORT_a_W69,COVID_COMFORT_b_W69,COVID_COMFORT_c_W69,COVID_COMFORT_d_W69,COVID_COMFORT_e_W69,COVID_COMFORT_f_W69,COVID_COMFORT_g_W69,COVID_COMFORT_COMB_W69,COVID_INDIMPCT_W69,COVID_2ASSIST_W69,COVID_ECONPRIO_a_W69,COVID_ECONPRIO_b_W69,COVID_ECONPRIO_c_W69,COVID_ECONPRIO_d_W69,COVID_ECONPRIO_e_W69,COVID_LIABILITY_W69,COVID_INFECT_a_W69,COVID_INFECT_b_W69,TRUMPDESC_a_W69,TRUMPDESC_b_W69,TRUMPDESC_c_W69,TRUMPDESC_d_W69,TRUMPDESC_e_W69,TRUMPDESC_f_W69,BIDENDESC_a_W69,BIDENDESC_b_W69,BIDENDESC_c_W69,BIDENDESC_d_W69,BIDENDESC_e_W69,BIDENDESC_f_W69,TRUMPTAX_W69,DTTONE_W69,POLICE3F2_a_W69,POLICE3F2_b_W69,POLICE3F2_c_W69,POLICE3F2_d_W69,GOVNEEDY_W69,VTCHNGRULES_W69,EXCPWER_W69,POLICE_FUND_W69,POLICE_POLICIES_a_W69,POLICE_POLICIES_b_W69,POLICE_POLICIES_c_W69,POLICE_POLICIES_d_W69,POLICE_POLICIES_e_W69,POLICEQ_IMMUNITY_W69,SNSUSE_W69,SM10_a_W69,SM10_b_W69,SM10_c_W69,SM10_e_W69,SM11_a_W69,SM11_b_W69,SM11_c_W69,TECHREG1F1_W69,TECHREG1F2_W69,TECHREG2_W69,TECHPOW_W69,TC5_W69,TC6b_W69,SM7_W69,RACE_SERMON_W69,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_NATIVITY2,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_INC_TIER2,F_HISP_ORIGIN,F_YEARSINUS,F_PARTYSUMIDEO,POL1DT_W59,POL1DTSTR_W59,POL1DT_W64,POL1DTSTR_W64,DEMFIELD_W59,TRUMPDEM2020_W59,DEM1_CODE_FINAL_W59,COVID_DEATHS_CNTY_W69,BATTLE_NARROW_W69,WEIGHT_W69_CENSUS,WEIGHT_W59_W69,WEIGHT_W64_W69,WEIGHT_W69
201801176264,2020-6-17 19:0:26.000,2020-6-17 19:25:55.000,3,1,2,2,2,1,1,1,1,1,2,2,99,2, ,99,2,3,1,1,1,2,1,1,2,2,1,1,1,1, ,2, ,2, ,5,2,4,4,4,4,4,4,2,2,2,2,2,2,1,1,1,1, , , ,2,2,2,2,1,1,2,1,1,1,4,2,2,1,4,4,4,4,4,4,2,2,2,2,2,2,1, ,4,4,4,3,99,2,2,2,1,1,1,1,1,2,2, , , , , , , , ,1,2,3,3, ,2,99,1,4,9,4,2,2,4,2,99,99,1,1,6,2,99,4,99,99,9,99,99,1,4,1,1,99,6,1,9,2,1,2,1,2,5,2,2,1,0.18421760662625036,0.20373860731843046,0.2095466816287036,0.2028376124768387
201801176387,2020-6-18 6:51:10.000,2020-6-18 7:6:33.000,1,1,1,2,2,1,2,1,1,2,2,1,2, , ,2,3,3,3,1,1,3,1,2,1,4,4,1,3,1, ,2, ,2, ,5,2,3,4,2,4,3,4,1,1,1,1,1,1,1,3,1,1,1,1,2, , , ,1,2,1,1,1,2,1,2,1,2,3,4,4,4,99,4,4,1,1,1,1,1,1, ,2,2,3,4,1,1,2,1,2,1,1,1,2,1,2,2, , , , , , , ,1, ,2,1,1,3, ,2,1,4,9,4,1,1,6,2,1,1,1,1,1,1,2,2,2, ,2,8,1,1,4,1,1,3,6,1,4,2,1,2,1,1,4,22,2,1,0.43063562684555107,0.4396994029714815,0.4302847432506098,0.44856863090951177
201801176448,2020-6-18 3:0:21.000,2020-6-18 3:12:55.000,1,1,1,2,1,1,3,1,1,1,1,1,1, ,1, ,1,2,1,3,2,3,1,1,2,2,1,3,2,1, ,2, ,1,2,1,4,1,1,1,2,1,3,2,3,3,2,3,2,1,1,1,1,1,2,2, , , ,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,3,2,2,3,3,2, ,2,2,2,2,1,1,1,2,3,3,2,3,1,1,2,2, , , , , , , ,4, ,4,1,1,1, ,3,1,4,9,4,1,1,6,2,1,1,1,1,1,5, ,4,1, ,1,9,1,1,4,1,2,3,6,1,2,1,1,1,1, ,1, ,2,1,0.5543820175455153,0.6272713320551427,0.617936009359436,0.5993266270482095
201801176471,2020-6-17 13:39:20.000,2020-6-17 13:49:59.000,2,1,2,2,2,1,2,1,1,2,2,1,2, , ,1,2,4,2,1,1,2,1,2,1,3,2,1,2,1, ,2, ,2, ,5,2,4,4,4,4,4,4,1,1,2,1,1,2,2,1,1,1, , , ,1,2,1,1,1,1,1,3,2,1,2,2,2,2,4,4,4,4,2,4,1,2,2,2,2,1,1, ,3,3,4,3,1,2,2,4,2,1,1,1,1,2,1,1,2,2,1,1,3,3, ,1,2,1,1, ,3,2,1,4,9,2,1,1,6,2,1,1,1,1,1,1,1,2,2, ,2,9,1,1,3,1,1,3,6,1,3,2,1,2,1,2,4,6,2,1,0.7085378426631722,0.7227048557925893,0.7433329228158639,0.7384429581516472
201801176521,2020-6-19 5:13:17.000,2020-6-19 5:22:55.000,2,1,1,2,2,1,2,1,1,2,2,2,2, , ,2,4,3,3,1,2,1,1,2,1,2,1,1,1,1, ,2, ,2, ,4,3,4,3,2,4,4,4,2,2,2,3,2,3,2,3,1,1,1,2,2, , , ,1,2,1,1,1,1,1,4,2,1,2,4,4,4,4,2,4,2,3,2,3,3,2, ,2,3,2,3,2,1,2,2,3,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1, ,3,1,3,2, ,3,1,2,3,2,2,1,5,2,1,1,1,1,2,12, ,4,2, ,2,2,3,3,4,1,1,1,6,1,4,2,1,2,2,2,4,19,2,3,0.33412634396532837,0.3401716956014849,0.29109333148420974,0.3582366386817258
201801176604,2020-6-17 22:56:10.000,2020-6-18 0:24:28.000,2,1,2,2,1,1,2,1,1,1,1,3,1, ,2, ,3,3,1,1,3,1,1,1,2,1,2,4,2,1, ,2, ,1,2,2,5,3,2,1,3,2,2,4,4,4,4,4,4,1,5,3,1, , , ,1,2,2,1,3,2,4,3,1,2,2,1,2,3,1,3,3,2,2,2,3,4,2,4,3,4,2, ,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2, , , , , , , , ,4,4,1,1, ,1,2,1,4,9,2,1,3,2,2,1,1,1,1,6,1,1,1,1, ,1,6,2,1,1,1,2,3,6,1,1,1,1,1,1, ,2, ,3,1,1.8295518253596912,1.703987118495757,1.8080360300152818,2.1599077682777774
201801176637,2020-6-17 11:8:9.000,2020-6-17 12:15:30.000,2,1,1,1,1,1,1,2,2,1,1,1,1, ,1, ,1,2,1,2,1,1,1,1,1,1,3,1,1,1, ,4, ,1,2,1,4,1,1,1,1,3,1,4,4,4,2,4,4,1,1,3,1,1,2,1, , , ,1,1,1,1,4,3,3,4,2,4,4,1,1,1,1,1,1,3,4,1,4,4,2, ,1,4,4,2,4,1,1,1,99,1,4,2,1,2,2,2, , , , , , , ,3, ,3,1,1,1, ,3,1,4,9,2,2,2,3,2,1,1,1,1,2,12, ,6,1, ,1,6,2,1,2,1,2,2,6,1,1,1,1,1,1, ,1, ,3,1,1.2529280690336837,1.6011091678204319,1.6283633683403538,1.5341081439180237
201801176653,2020-6-17 11:58:5.000,2020-6-17 12:34:16.000,1,1,2,2,2,1,3,1,1,2,2,1,2, , ,2,3,2,1,2,2,2,2,1,3,3,1,99,2,1, ,2, ,2, ,4,3,4,3,1,4,3,4,2,2,2,2,2,1,1,1,1,1, , , ,1,2,2,1,1,1,2,1,1,2,4,2,2,3,4,4,4,4,2,4,2,2,2,2,3,2,1, ,3,3,3,2,1,1,2,2,1,1,3,1,1,2,1,2,2,2,2,3,2,3, ,2,2,3,3, ,2,1,1,4,9,3,1,3,2,2,1,1,1,1,3,12, ,5,3,1,1,5,2,1,3,1,2,2,6,1,2,1,2,2,1, ,5, ,2,1,1.0676450645154185,1.3399561465514924,1.2415044888073425,1.2282070726332286
201801176687,2020-6-17 11:8:16.000,2020-6-17 11:20:5.000,2,1,1,2,2,1,1,2,2,1,2,1,3,2, ,2,4,4,3,1,1,4,1,3,1,3,1,2,2,1, ,2, ,2, ,5,3,4,4,4,4,4,4,2,1,2,2,3,1,2,1,1,2,2,2,2, , , ,2,1,1,2,1,4,1,1,2,1,1,4,4,4,4,4,4,2,3,3,3,2,3, ,2,4,4,4,3,1,2,2,5,1,1,1,1,1,2,2, , , , , , , ,1, ,3,3,2,2, ,3,1,4,9,2,1,2,3,2,1,1,1,1,6,10, ,5,3,2,2,6,2,1,4,1,2,2,6,1,4,2,1,2,1,1,3,19,2,1,1.666238607099467,1.7132960339157186,1.637145691024365,1.783092457582813
201801176820,2020-6-20 17:9:21.000,2020-6-20 17:32:34.000,1,1,1,2,2,2,1,2,2,1,2,3,1, ,1, ,2,2,1,4,2,1,2,2,3,1,2,3,2,1, ,1, ,2, ,1,4,2,2,1,3,1,3,2,4,4,3,3,3,2,1,3,1,1,1,2, , , ,1,1,2,2,4,2,3,3,99,3,4,1,99,3,2,1,2,99,99,1,2,99,3, ,1,2,1,1,1,2,1,2,2,4,4,2,3,1,1,2, , , , , , , ,4, ,4,1,99,1, ,3,1,4,9,4,1,1,5,2,1,1,1,1,1,1,1,1,4,1,1,8,1,1,1,1,1,3,6,1,1,99, ,1,1, ,2, ,3,1,0.555820105895379,0.6472806164064943,0.6031582228880134,0.5997958177108008
201801176913,2020-6-22 9:33:13.000,2020-6-22 9:42:17.000,2,1,1,2,2,1,1,1,2,1,2,2,2, , ,2,2,3,3,1,1,2,2,3,1,2,2,1,3,3,1,3, ,2, ,5,2,4,4,4,4,4,4,2,2,2,2,2,2,1,1,1,1,2,1,2, , , ,2,1,1,2,1,1,1,2,1,1,4,4,4,4,4,2,4,2,2,2,2,2,2, ,2,4,4,4,3,1,2,2,5,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1, ,1,3,3,1, ,1,1,4,9,1,1,2,3,2,1,1,1,1,1,1,1,5,2, ,2,7,1,2,5,1,1,2,6,1,4,2,1,2,1,2,4,22,2,1,1.3764857304337585,0.8423852761773568,0.8012586782588162,0.9395011352872641
201801176916,2020-6-18 17:4:48.000,2020-6-18 17:12:54.000,2,1,1,2,2,1,3,1,2,1,2,1,2, , ,2,4,4,3,1,1,4,1,3,1,4,1,1,3,1, ,2, ,2, ,5,4,4,4,4,4,4,4,2,3,3,4,3,4,2,1,1,1,2,2,2, , , ,2,1,1,1,1,2,1,2,2,1,2,4,4,4,4,4,4,4,3,3,2,3,2, ,2,4,4,4,4,1,2,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,3,3,1,1, ,1,1,4,9,2,1,2,3,1,1,3,1,1,1,10, ,4,2, ,2,5,2,1,5,1,1,2,1,1,4, , ,2,1, , , ,2,1,0.7200381435198996, ,0.8677419364716983,0.8055663799835381
201801177090,2020-6-18 12:20:38.000,2020-6-18 12:35:16.000,2,1,1,2,2,1,1,2,2,1,2,1,2, , ,1,2,4,1,1,1,1,1,2,1,2,1,1,2,1, ,2, ,2, ,5,2,4,4,4,4,4,4,2,1,1,2,2,1,2,1,1,2,2,2,2, , , ,2,1,1,3,1,2,2,4,2,1,1,4,4,4,4,4,4,2,2,2,2,2,2, ,2,4,3,4,2,1,2,2,3,1,1,1,1,1,2,1,1,2,1,2,3,3,3,1, ,99,1,3,1, ,2,1,4,9,3,2,1,5,2,1,1,1,1,6,2,2,3,2, ,2,6,2,1,3,1,1,2,6,1,3,2,1,2,1,2,4,2,2,1,0.5409595324362803,0.5305046355104365,0.5167601288783242,0.5482435242817196
201801177096,2020-6-22 6:29:35.000,2020-6-22 6:56:8.000,2,1,2,2,1,2,2,1,1,2,2,2,1, ,1, ,3,3,3,3,2,1,2,2,2,1,2,2,1,1, ,4, ,1,2,2,4,2,1,1,2,1,2,4,4,3,4,3,4,2,1,3,1, , , ,2,2,1,2,1,2,3,3,1,3,2,1,2,2,1,2,3,2,2,2,3,3,2,3,4,3,2, ,2,3,2,2,2,1,1,3,2,3,3,3,2,1,1,1,2,2,1,3,3,4, ,3,4,1,1, ,1,1,1,4,9,4,2,1,6,2,3,5,1,6,3,1,1,2,3,1,1,6,2,1,2,1,1,2,6,4,1,1,1,1,2, ,1, ,2,1,2.093831896733615,1.8645813746815547,2.194174914341684,2.3897013378232113
201801177268,2020-6-17 17:11:18.000,2020-6-17 17:40:14.000,2,1,1,2,1,1,2,1,1,2,2,3,3,1,1, ,4,3,3,4,2,1,1,2,2,1,2,3,1,1, ,1, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,2,5,3,1,1,1,1, , , ,1,2,2,2,2,3,3,2,1,4,4,1,1,1,1,2,1,4,4,4,4,4,4, ,1,2,1,1,1,2,1,2,2,3,2,3,3,3,1,1,2,2,2,2,3,3,3,2, ,2,1,3,1, ,1,1,4,8,2,2,2,3,2,4,4,1,1,1,2,2,6,1, ,1,8,1,2,3,1,2,3,6,1,2,1,1,1,1, ,1, ,2,3,0.7482395075171249,1.0738890229335007,1.0199904365498893,0.9772067961821406
201801177312,2020-6-17 13:2:59.000,2020-6-17 13:27:1.000,2,1,1,2,1,1,2,1,2,1,1,1,1, ,1, ,1,4,1,4,3,2,1,1,3,1,1,4,1,1, ,1, ,1,2,1,5,1,1,1,2,2,1,4,4,4,4,4,4,1,4,3,1,1,1,1, , , ,1,4,2,4,4,1,4,3,1,4,4,1,2,3,1,2,1,4,4,3,4,4,4, ,1,3,2,2,1,2,1,2,3,2,3,4,1,2,2,1,1,2,2,2,4,4,2,4, ,4,1,99,1, ,3,1,4,9,3,2,3,2,2,1,1,1,1,1,1,2,6,1, ,1,7,1,1,2,1,1,2,6,1,1,1,1,1,1, ,1, ,2,1,0.330784755265088,0.3807368477015467,0.3711309509945329,0.3463582994216861
201801177408,2020-6-18 8:55:28.000,2020-6-18 9:7:18.000,1,1,2,2,1,1,3,1,2,2,1,4,1, ,1, ,3,4,1,3,1,1,1,2,2,1,1,4,1,1, ,2, ,1,1,1,5,2,2,1,2,2,3,4,4,4,4,4,4,2,2,1,1, , , ,1,1,1,1,3,2,3,3,2,2,99,1,2,3,1,2,3,1,2,1,3,4,3,4,3,3,2, ,3,2,2,1,2,1,1,2,2,4,2,2,1,1,2, , , , , , , , ,4,4,1,1, ,1,3,1,4,9,4,1,1,5,2,3,5,1,1,1,1,1,2,3,1,1,8,1,1,2,1,1,2,6,1,1,1,1,1,1, ,2, ,2,1,0.45626143020853577,0.5394998241545949,0.5638073302162646,0.42928722643946654
201801177443,2020-6-18 21:22:42.000,2020-6-18 21:38:1.000,1,1,1,2,2,1,3,1,2,1,2,3,2, , ,2,4,3,3,2,2,2,1,3,1,3,99,3,3,3,1,2, ,2, ,5,4,4,4,3,4,4,4,3,3,3,3,3,3,2,1,3,2,1,2,2, , , ,1,1,1,2,1,2,2,1,1,1,2,4,4,4,4,2,4,2,3,3,3,2,3, ,2,4,3,4,2,1,2,2,3,3,2,2,1,1,99,1,2,2,2,1,2,2,2,1, ,2,3,2,3, ,3,1,4,9,2,1,3,2,2,1,1,1,1,6,12, ,6,3,2,2,8,1,3,3,1,2,2,6,1,3,2,2,2,2,2,3,19,2,1,4.454883011671817,2.329307287153186,2.2563597691396606,2.719742373968111
201801177449,2020-6-19 9:6:29.000,2020-6-21 15:1:51.000,1,1,1,2,99, ,1,1,2,1,2,3,3,3, , ,3,3,1,2,1,2,2,3,2,3,1,3,1,1, ,2, ,2, ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,1,1,2, , , ,1,1,1,2,2,2,2,2,1,2,3,2,3,3,3,2,2,99,99,99,99,99,99, ,2,4,3,3,2,1,1,2,3,4,3,1,1,2,2,1,2,2,2,1,4,2,3,3, ,3,1,3,1, ,2,1,4,9,1,1,1,5,2,3,5,1,1,6,10, ,6,4,1,1,6,2,3,3,1,2,2,6,1,2,1,2,1,1, ,5, ,2,1,2.2061575034915877,2.1065272734818614,2.1445431539971,2.521785629037789
201801177632,2020-6-18 5:13:25.000,2020-6-18 5:21:51.000,2,1,1,2,2,1,99,1,1,1,2,1,3,3, , ,4,3,2,1,1,1,1,2,1,3,1,1,2,1, ,3, ,2, ,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,3,1,1,2,2, , , ,1,1,1,1,1,2,1,2,2,1,1,4,4,4,4,4,4,4,4,2,4,4,3, ,2,4,4,4,4,1,2,2,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,3, ,3,99,1,99, ,3,1,4,9,1,2,1,6,1,4,3,1,1,6,12, ,5,4,2,2,7,1,1,5,1,1,2,1,1,4,2,1,2,1,2,4,19,2,1,0.646260564476499,0.7252413018580515,0.7511266652373845,0.7825976228551584
201801177861,2020-6-19 13:32:26.000,2020-6-19 13:48:41.000,2,1,2,2,2,1,2,1,1,2,2,1,2, , ,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1, ,4, ,2, ,5,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,2, , , ,2,2,2,2,1,1,1,3,1,1,1,1,1,1,4,4,4,4,4,4,2,2,2,3,2,2,1, ,4,4,4,4,1,1,1,1,2,1,1,1,1,2,1,1,1,99,1,2,2,99, ,1,3,1,1, ,1,1,1,4,9,3,2,2,3,2,1,1,1,1,6,5, ,6,2, ,2,6,2,1,5,1,2,2,6,1,4,2,1,2,1,1,4,22,2,1,0.852185138101684,0.8567608951319904,0.8347948483779271,0.9562873539277521
201801177916,2020-6-18 10:52:26.000,2020-6-18 11:10:30.000,1,1,1,2,2,1,2,1,1,1,2,1,2, , ,1,3,4,3,1,1,1,1,2,2,4,2,1,3,1, ,2, ,2, ,5,2,4,4,4,4,4,4,2,1,2,2,2,1,2,1,3,1,1,2,2, , , ,1,1,2,2,2,2,2,4,2,2,2,4,4,4,4,4,4,1,1,2,2,3,1, ,2,4,4,4,2,1,2,2,3,2,2,1,1,1,99,1,1,2,1,1,2,2,2,1, ,2,1,3,99, ,3,1,4,9,3,2,1,5,2,1,1,1,1,1,2,2,4,3,2,2,9,1,1,4,1,1,3,6,1,4,2,1,2,1,2,4,2,2,1,0.5145531336587333,0.5252280194312453,0.5091755037619624,0.540334702054785
201801178033,2020-6-16 11:43:26.000,2020-6-16 12:5:44.000,2,1,1,2,2,2,2,1,2,1,2,1,1, ,2, ,3,3,1,1,2,1,1,2,1,3,1,3,1,1, ,3, ,2, ,2,4,2,1,1,2,2,2,3,4,4,3,3,3,1,2,3,1,1,1,2, , , ,1,2,2,2,2,2,1,1,1,3,3,1,3,3,3,1,2,4,3,2,3,4,3, ,1,4,4,4,4,2,1,2,3,1,3,1,1,1,2,1,1,2,1,2,2,2,2,4, ,3,1,1,1, ,1,1,4,9,3,2,2,3,2,4,4,1,1,1,1,1,2,1, ,1,6,2,1,2,1,1,2,6,1,1,1,1,1,1, ,1, ,2,1,0.4533188126091409,0.5799279845812442,0.5676602363778704,0.5002001534675311
201801178205,2020-6-17 21:16:3.000,2020-6-17 21:23:1.000,1,1,1,2,2,1,2,1,1,2,2,2, , , ,2,4,4,2,1,1,1,2,1,1,2,1,1,1,1, ,2, ,2, ,4,3,3,3,2,4,3,4,2,2,2,2,2,4,2,1,1,1,1,2,2, , , ,1,1,1,2,1,1,1,2,2,1,1,2,4,4,4,4,4,2,3,3,3,3,2, ,2,4,4,4,3,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1, ,2,3,3,1, ,1,1,4,9,1,2,1,6,2,3,5,2,6,6,1,1,2,1, ,1,5,2, ,3,1,2,2,6,3,2,2,1,2,2, , , ,2,1,1.6383629532320843,2.5977959695869446,2.268033118169819,1.918552168960057
201801178262,2020-6-19 23:46:6.000,2020-6-20 0:11:35.000,1,1,1,2,2,2,2,2,1,2,2,3,3,1,1, ,3,3,1,3,1,2,2,2,2,3,2,3,3,1, ,3, ,2, ,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2, , , ,2,2,1,2,3,2,2,2,1,2,2,3,3,3,3,2,3,3,3,2,3,2,2, ,3,3,3,3,3,2,1,2,2,2,2,2,2,2,1,1,2,99,1,2,2,2,2,3, ,3,3,2,2, ,1,1,4,9,4,1,1,6,2,3,5,1,6,6,1,1,1,3,1,1,4,2,1,2,1,2,1,6,99,1,1,2, , , ,2, ,2,1,1.0099530366332756,1.5015851512204361, ,1.1506848515160946
201801178449,2020-6-19 9:17:37.000,2020-6-19 15:5:6.000,3,1,1,2,1,1,3,2,2,2,99,1,1, ,1, ,1,2,1,3,2,2,2,2,3,2,3,3,3,1, ,3, ,2, ,1,4,1,2,1,2,1,2,4,4,4,3,4,3,1,1,1,1,1,2,2, , , ,1,1,2,2,3,2,2,2,1,2,3,1,2,2,2,1,1,4,4,3,3,4,3, ,3,2,1,1,1,1,1,2,3,4,3,3,2,1,1,2, , , , , , , ,3, ,4,1,3,1, ,3,1,4,9,4,2,1,5,2,1,1,1,1,1,2,2,6,1, ,1,5,2,1,2,1,1,2,6,1,1,1,1,1,1, ,1, ,1,1,1.0219804569223894,1.0231109029198462,1.0751236161925086,1.0190127294809503
201801178564,2020-6-17 11:15:45.000,2020-6-17 11:29:9.000,1,1,2,2,2,1,1,1,1,2,2,3,2, , ,2,3,4,1,2,1,1,2,2,1,3,1,2,1,1, ,1, ,2, ,5,3,4,3,2,4,4,4,3,3,3,3,3,3,2,1,3,1, , , ,2,2,2,2,1,1,1,4,1,3,1,1,1,2,4,4,4,4,2,4,3,3,3,3,4,3,2, ,4,3,4,3,1,2,2,5,4,4,4,4,2,2,1,2,2,2,2,3,4,4, ,4,4,1,1, ,2,3,1,4,9,1,2,1,6,2,3,5,1,1,6,10, ,6,2, ,2,7,1,3,5,1,2,2,6,1,4,2,1,2,1,3,4,24,1,1,0.4415129908647626,0.6366127883684347,0.6542703179939676,0.4785248103288438
201801178623,2020-6-19 9:48:31.000,2020-6-19 10:3:46.000,2,1,1,2,2,1,1,2,2,1,2,1,2, , ,2,2,3,3,1,1,1,1,3,1,3,2,1,2,1, ,2, ,2, ,5,2,4,4,4,4,3,4,1,1,1,2,2,2,2,1,1,1,1,1,2, , , ,1,1,2,2,3,2,1,3,1,3,3,4,4,4,4,4,4,2,2,1,2,2,1, ,2,4,3,4,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2, ,2,1,3,2, ,3,1,4,9,2,2,1,5,2,4,4,1,1,1,1,1,2,3,2,2,7,1,1,4,1,1,2,6,1,4,2,1,2,1,1,4,2,1,1,0.3979716764121102,0.33292224635991785,0.336228018591366,0.39335726373918484
201801178795,2020-6-16 11:37:47.000,2020-6-16 11:51:15.000,2,1,2,2,1,1,3,1,2,1,2,1,1, ,1, ,1,3,1,3,4,1,1,1,3,2,1,4,1,1, ,3, ,1,2,1,5,1,1,1,1,1,1,4,4,4,4,4,4,2,4,3,1, , , ,1,1,1,1,3,2,4,4,1,3,1,1,4,4,1,1,3,1,1,1,4,4,4,4,4,4,2, ,2,2,2,2,2,1,2,3,4,4,3,2,1,1,2, , , , , , , , ,4,4,1,1, ,1,3,1,4,9,2,1,2,3,2,5,4,1,1,2,1,2,5,1, ,1,4,2,1,3,1,1,2,6,1,2,1,1,1,1, ,1, ,1,1,1.251513265159063,1.1523799091016944,1.1481444714897575,1.4331103094813835
201801178944,2020-6-17 11:30:14.000,2020-6-17 11:47:51.000,3,1,1,2,2,1,2,1,1,2,2,1,2, , ,1,1,4,1,1,1,1,1,1,1,3,1,1,2,1, ,2, ,2, ,5,1,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,2,2,2, , , ,2,1,2,2,2,3,1,2,2,2,1,4,4,4,4,4,4,1,1,1,1,1,1, ,2,4,4,4,3,1,2,2,3,2,1,1,1,1,2,1,2,2,2,1,4,3,3,2, ,99,1,1,3, ,1,1,4,9,4,1,3,2,2,1,1,1,1,1,1,2,5,2, ,2,6,2,1,3,1,2,2,6,1,3,2,1,2,1,1,4,2,1,1,0.9318816087752455,0.9011097023765494,0.9074374493674221,1.0303233711477406
201801179019,2020-6-17 11:19:31.000,2020-6-18 9:52:15.000,1,1,2,2,1,1,1,2,2,1,1,1,1, ,1, ,3,2,1,3,4,3,1,2,3,1,4,3,3,1, ,1, ,2, ,1,5,2,1,1,1,1,2,4,4,4,4,4,4,1,4,3,1, , , ,1,2,1,1,3,2,3,3,1,2,2,1,4,3,1,2,3,2,1,2,4,4,4,4,4,4,2, ,2,2,2,1,2,1,2,3,3,4,2,1,1,1,1,2,2,2,1,4,4,4, ,2,4,1,3, ,1,3,1,4,9,3,1,1,5,2,1,1,1,1,1,9, ,6,4,1,1,8,1,1,3,1,2,3,6,1,2,1,1,1,1, ,2, ,1,1,0.5260533105489088,0.5422761572837255,0.56949509896339,0.5709243079397142
201801179049,2020-6-17 19:59:12.000,2020-6-17 20:23:5.000,2,1,1,2,2,2,2,2,1,1,2,2,3,2, ,2,3,3,1,1,1,1,1,2,1,1,1,2,2,1, ,2, ,2, ,3,3,2,2,2,3,3,3,3,3,3,2,3,2,1,2,3,1,1,1,2, , , ,1,1,2,2,3,2,2,3,1,2,2,2,3,3,3,2,3,3,3,2,3,3,3, ,2,3,2,2,2,2,2,2,4,2,2,2,1,1,1,1,2,2,2,2,4,4,4,4, ,4,1,1,1, ,1,1,4,9,3,2,2,3,2,1,1,1,1,3,1,1,2,1, ,1,6,2,1,3,1,2,2,6,1,2,2,2,1,2, ,5, ,1,1,0.7910705036369446,0.896856743958342,0.8612358809976841,0.8434991808778479
